label,cleaned_tweet
Politik,den bokep ngomporin wan aibon agar berani menyerang pak prabowo sedangkan wan aibon nyeleh tangan utk menyerang prabowo ketika dia tanya den bokep berapa score yg akan diberikan untuk penanganan pertahanan prabowo sdh menunjukkan kejujuran mengakui keberhasilan pak jokowi 
Sumber Daya Alam,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ganjarpranowopilihanumat
Sumber Daya Alam,kontrak terbuka ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan pangan jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ekonomi,tim nasional pemenangan anies baswedan muhaimin iskandar timnas amin mengatakan gerakan di dunia maya dan media sosial dukungan kepada amin merupakan hasil organik karena pihaknya tidak mempunyai uang ketika harus membayar influencer salah satu sasaran pemilih itu generasi muda dan tiktok menjadi sarana untuk menyampaikan visi dan misi pasangan amin kami tidak mempunyai duit untuk influencer ujar wakil deputi konten kreator timnas amin sonny muhammad jumat simak berita selengkapnya hanya di hardnews politik newsone cariberitaditvone aniesbaswedan muhaiminiskandar cakimin timnasamin politik tvonetvpemilu kamikabarkanandaputuskan maumemilih capres cawapres
Pertahanan dan Keamanan,jangan sombong dan nir etika dulu tuh ada yang komplain ke kemenhan belum dibayar helicopternya di forum debat lah di di beberin kalau kalah debat ngaku aja jangan bacot etika banget jadi pendukung 
Ekonomi,jangan mudah terpengaruh ganjar jamin bansos tetap ada ktp sakti tonggak menuju kesejahteraan yang merata jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ideologi,anies tau kelemahan prabowo sekali kesinggung fakta langsung aaya
Geografi,kmi slah satu diantra mrka yg mmyumbng scra ska rela walaupun duit kmi bkn dlm kntong yg di pegang sm tp kmi sdh dkung dan berjuang saat yg lalu wlaupun pda akhirny dikhianati anda ga than oposisi ga tkut hilng jabatan tpi tiap pemilu clon trus
Ekonomi,ketahanan adalah investasi untuk masa depan yang aman mari tingkatkan anggaran pertahanan gara gara prabowo indonesiakuatindonesiamaju
Sosial Budaya,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Sumber Daya Alam,hajatan demokrasi ri februari tempat kita bersuara guys dan bersama sama kita bisa membuat suara kita terdengar dengan memilih capres ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk
Sosial Budaya,anies si pengemis online nyatanya cuman buat dana kampanye doang ngejar kursi aja aniesmodal janjipalsu makindiserang makindipilih masganjar bukanpakde gibranpenerusjokowi asalbukanprabowo irianatetapibunegara
Politik,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Sumber Daya Alam,goganjargo ganjar optimis capai pertumbuhan ekonomi sahabatganjaraa aa ganjar menangkanganjar generasigotongroyongaa ganjar mahfud hebat uang saku posyandu
Sosial Budaya,pt food station cipinang jaya karya anies sukses petani untung harga pangan stabil segala musim gak kayak food estate bikinan jokowi prabowo tanam singkong tumbuh jagung panen anggaran pemilucurangmakinnyata pemilucurangmakinnyata
Politik,aayaaaaaaaaa bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata pangandaran pangandaranaa ganjar mahfud hebat nazarpemilu
Sosial Budaya,jangan jangan nih wan angin sengaja memutarbalikkan fakta soal pengeluaran prabowo dukungantulus penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi
Politik,bowo ga ada pengalaman di pemerintahan jd menhan cuma ttd sj pantes klu omon omon cuma umum sj ga spesifik aaya gaji udh gede tp bnyak yg korup krn serakah termasuk yg sawit rb alphard samsul ga msk lhkpn gimana mau berantas korup klu ketua kpk bpk dll korup ganjar mahfud pengalaman paket lengkap pernah dpr eksekutif yudikatip nasionalis agamais hukum you pengusaha tenang aman sj you kurangi korupsi dgn digital planning buggeting non tunai dll sdm yg jujur spt ahok mati korup kirim ke nusakambangan sita aset korup dll sistim bagus tp klu orang serakah buat korup tetap jebol rezim jkw banyak mentri korup pencucian uang bts dana pembangunan strategis nasonal blm lg markup apbn cuma gama yg terbukti bersih berani sikat kkn mboten korup mboten ngapusi capres lain malah terduga korup pesawat tua t korup food estate rugi formula bansos hibah you radikal lbh gebang dll
Geografi,rt prabowo gibran yang mengutamakan pengembangan pemuda salah satunya dengan menempatkan anak muda dalam posisi strategis menyambut bonus demografi indonesia sebagai titik awal menuju indonesia emas prabowogibraninspiratif pemimpinyangdinanti
Demografi,pr liburan yth buzzer tolong dijawab pertanyaan pada kolom merah di bagian bawah poster kan sudah dua bulan ini buzzer anies dengan cerdik mengajak buzzer ganjar untuk menyerang pak jokowi menyebar video pak prabowo saat jadi oposisi memainkan isu sara menghina membully gibran dll hasilnya pak ganjar makin turuuuun pak anies stabil seolah asal bukan prabowo tapi sebenarnya adalah kita kalahkan pranowo 
Ideologi,aaaanda tidak berhak berbicara etika karena anda tidak mencerminkan etikaaaa aaajangan karena ambisi pribadi menghasut rakyataaa nih pak prabowoaayaa
Sumber Daya Alam,jadi ikut sedih juga pak prabowo memang sering membuat orang menangis ketika melihatnya saah satunya ibu damaris hutabarat ibu ucok munandar korban penghilangan paksa aktivis yang baru meninggal tahun lalu tanpa tahu di mana jasad anaknya 
Ekonomi,cak imin kritik susu gratis prabowo gibran susunya enggak ada pasti impor
Ekonomi,media ekonomi bisnis berbasis di amerika serikat as bloomberg menggelar survei terhadap para ekonom dan analis senior di indonesia terkait kandidat yang mereka unggulkan di pilpres hasilnya anies baswedan paling unggul aaya asaa aaaaaayaaaayaa anies
Demografi,cara anies entaskan miskin ekstrem penyumbang terbesar kemiskinan adalah masyarakat yang berada di desa desa pesisir bagaimana cara anies baswedan entaskan kemiskinan ekstrem berdasarkan pengalaman gubernur dki jakarta penulis rusdianto samawa fourbes indonesia calon presiden anies baswedan yang diusung oleh koalisi perubahan membawa visi misi indonesia yang mengandung unsur unsur penting yang penting agar menjadi catatan rakyat indonesia visi misi tersebut komitmen entaskan seluruh masalah yang dianggap emergency atas kegagalan rezim saat ini visi misi indonesia pasangan amin mulai dari kinerja pertumbuhan ekonomi atau produk domestik bruto pdb per kapita pengangguran hingga penuntasan kemiskinan ekstrem visi misi tersebut lebih ditekankan kepada kemakmuran yang dirasakan seluruh penduduk tanah air oleh karena itu ketimpangan harus menjadi fokus yang selama ini rezim gagal total tuntaskan ketimpangan sangat nyata yang kita hadapi dan menjadi pr sesungguhnya pasangan amin anies baswedan muhaimin iskandar juga menilai pertumbuhan ekonomi indonesia belum berhasil menyelesaikan masalah pengangguran seperti diketahui ekonomi indonesia tumbuh di kisaran selama kuartal beruntun namun jumlah pengangguran masih cukup tinggi adapun bps mencatat jumlah pengangguran di indonesia mencapai juta orang pada februari berkurang sekitar ribu orang dibanding februari ditengah merosotnya kepercayaan rakyat terhadap pemerintah dan negara polemik pengangguran dan kemiskinan ekstrem belum juga usai dibahas hal ini sangat bahayakan kedaulatan negara pemerintah berbohong kepada rakyat yang munculkan indeks kemiskinan ekstrem yang diklaim tinggal atau sekitar juta penduduk jumlah tersebut mayoritas masyarakat pesisir upaya pengentasan kemiskinan di pesisir itu langkah mendasar untuk menetapkan indonesia masuk kategori midle income trap pemerintah umumkan keberhasilannya dari aaa menurunkan kemiskinan ekstrem padahal kebohongan besar diketahui angka kemiskinan saat ini sebesar cara anies entaskan miskin ekstrem calon presiden koalisi perubahan anies baswedan menjanjikan kemiskinan di indonesia bisa turun ke pada mendatang diketahui angka kemiskinan saat ini sebesar harapannya kemiskinan ekstremnya bisa kata anies dalam acara sarasehan ekonom indonesia di menara bank mega jakarta rabu sala satu paling rumit dipahami yakni kebijakan pemerintah tidak berperan lakukan intervensi income dalam mendorong distribusi hasil pertanian peternakan dan kelautan aaa perikanan faktor kegagalan kebijakan rezim saat ini sangat nyata pengalaman anies baswedan saat gubernur dki jakarta bahwa september persentase penduduk miskin di jakarta mencapai persen saat ini tingkat kemiskinan turun hingga persen angka itu terkecil di indonesia sementara jawa tengah paling tinggi angka kemiskinan dibanding daerah lain di indonesia tentu cara anies menurunkan angka kemiskinan itu melalui kebijakan transparansi harga dipasar lokal sehingga ada mekanisme kompetisi yang berjalan dan bisa untungkan konsumen harga diklaim bisa turun tanpa harus ada intervensi dari pemerintah salah satu hal konkret yang akan dilakukan anies adalah dengan memastikan biaya hidup terjangkau salah satunya melalui komponen harga pangan kepastian suplai pangan dengan harga yang murah menargetkan pertumbuhan ekonomi rata rata mencapai melalui strategi untuk keluar dari middle income trap secara inklusif dengan meningkatkan peran koperasi dan umkm dukungan usaha baru di seluruh wilayah indonesia pemanfaatan infrastruktur ekonomi digital pengelolaan ekonomi hijau biru serta pertumbuhan industri manufaktur di sumber cara anies entaskan miskin ekstrem
Pertahanan dan Keamanan,faktanya bahkan pemerintah pusat sendiri melalui kementrian agama mengakui dki menjadi provinsi terbaik dlm menjaga kerukunan beragama hanya asumsi narasi imajinasi yg tanpa dasar sama sekali menggiring opini bahwa anies adalah org intoleran 
Sumber Daya Alam,aayaa ganjar pranowo gubernur yang tidak hanya mendengar tapi juga meresapi kebutuhan rakyat ganjar mahfud hebat nazarpemilu
Politik,logika berfikir dan rasa kekuatan rakyat sudah diperkosa hingga lemas oleh pemerintahan yg sekrng sehingga ada narasi pak anies yg ngmong gua yg takut teruslah takut pada penguasa yg sekarang dan jika terpilih nanti siap di perkosa kembali 
Geografi,itu namanya pak prabowo punya etika punya adab mas brooo masa beliau harus ngatain anis goblok di acara debat ga etis lah aayaaaayaa
Politik,efeknya luar biasa ketika video roasting anis ke prabowo dlm debat pilpres diunggah oleh seorang menteri per jam ini ditonton oleh viewer dan entah sudah berapa yg ngeblok anis dan pindah dukungan ke menjahati orang baik bagai menggali lubang kuburnya sendiri
Politik,bersama ganjar mahfud kita bisa berharap melihat peningkatan signifikan dalam anggaran riset dan inovasi demi masa depan yang lebih cemerlang happy new year
Geografi,gw setuju dgn pak ndul jgnkan survei pak bahkan survei pak ganjar sekalipun gw akan tetap dukung ganjar ini adlh upaya gw agar si pelanggar ham pelanggar konstitusi gak memimpin bangsa ini ganjaruntuksemua sahabatganjar ganjarpresiden
Demografi,saya minta bantuan teman teman komisi tpn dan sudah komunikasi dengan ksad panglima tni saya tadi juga kontak dengan pangdam kata ganjar dan sekian belas dari oknum itu hari ini mendapatkan hukuman ini jadi pelajaran serius buat kami agar jangan semena mena 
Ekonomi,prabowo ingin naikkan upah pejabat demi cegah korupsi icw koruptor bukan orang miskin temponasional
Sumber Daya Alam,semua program bantuan sosial yg ada pada pemerintahan jokowi semua akan di rangkum dlm satu wadah yaitu ktp sakti ganjar mahfud 
Pertahanan dan Keamanan,program susu gratis tuai kecaman prabowo beberkan bakal impor juta sapi dari india
Pertahanan dan Keamanan,forum debat nasional menuding orang lain keliru lalu minta forum tertutup prabowo ini tidak siap dan tidak mampu berdemokrasi purba saatnya dimuseumkan biar main kuda kudaan aja 
Pertahanan dan Keamanan,capres no urut capres ganjar pranowo bikin heboh bukan sekadar melanjutkan tapi juga menambah dan menyempurnakan program program pemerintah era sebelumnya jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ekonomi,laporan keuangan era anies aja dapat wtp dari bpk berturut turut sementara era ahok gubernur sebelumnya kga prnh diraih era ahok aja smpai dapat raport merah dari bpk masih aja situ bilang amburadul 
Geografi,pelajaran berharga itu jangan ngikutin orang yg plin plan dulu pak prabowo sekarang pak prabowo 
Demografi,kita yakin ganjar mahfud akan membawa perubahan positif melalui investasi yang lebih besar dalam penelitian happy new year
Ideologi,yg mengatakan pak anies intoleran terbantahkan bro ini yg bicara para pendeta pak anies bapak pemersatu umat beragama pak anies terbukti mendamaikan hadirkan kesetaraan umat beragama hanya pak anies lah yg bisa merawat persatuan kesatuan menjadi lebih baik berkualitasaayaaaayaa
Sumber Daya Alam,bowo ny gak peka pdhl lawan pny mantan menhan yg bisa di jadikan bahan counter tinggal ambil data saat pak mahfud jd menhan udh ckup utk menjawab pertanyaan pak ganjar skrg bgni di nilai trs yg kyk dlu di nilai brp pak ganjar dlu smua prajurit sdh pny rmh blm pak anies 
Sumber Daya Alam,dari ketiga capres pa paling unggul soal diplomasi pertahanan aaa yg lain omon omon aje waktunyaprabowo
Politik,viral ganjar live tiktok bertanya soal kesehatan mental ke anak muda
Ideologi,debat paslon anies vs capres prabowo menhan masalah standar etika lagi lagi prabowo emosi berat karena terdesak tidak bisa menjawab prabowoemosi debatcapres
Pertahanan dan Keamanan,nonyahasyimaa gara namaa aa aja dana pas jdi gubernur ganjar mahfud hebat guru ngaji satu juta
Pertahanan dan Keamanan,kontrak terbuka capres no urut ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan pangan jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ekonomi,mana nih yg nyerang kemarin soal perluasan pajak kok ga nyerang anies skrg soal ini jg sangat tidak objektif wkwk debatcapres
Sosial Budaya,tak menduga bakal aaa diserangaaatm anies prabowo dinilai jadi ekor komunikasi saat debat capres
Geografi,menurut yenny wahid ganjar mahfud md berasal dari kalangan pesatren ganjar mahfud hebat
Pertahanan dan Keamanan,food estate tanam singkong panen jagung hutan gundul kepalan tanggung lewat mk moral dan etika menjadi canggung atur saja kan and penguasa
Sumber Daya Alam,pdip tanggapi jokowi prabowo makan malam berdua detikbali indonesiakuatindonesiamaju
Politik,lagi cari sensasi ya abud sampai fitnah anggaran alutsista prabowo segala dukungantulus penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi
Pertahanan dan Keamanan,asal bukan prabowo yg tetap memaksakan cacat etika atas pilihan cawapresnya asal bukan prabowo yg haus kekuasaan demi proyek usahanya asal bukan prabowo yang berdiri diatas ketanduaan tanah hasil bancakan food estatenya
Sumber Daya Alam,capres nomor urut memaparkan visi misinya di bidang pertahanan keamanan dalam debat ketiga pilpres di istora senayan jakarta minggu dalam paparannya terkait pertahanan keamanan siber anies sempat menyinggung soal situs kemenhan yang dibobol hacker pada lalu anies pun sempat menyebut salah satu menteri presiden jokowi yang memiliki aset tanah ratusan hektare di tengah masih banyaknya tentara yang tidak punya rumah dinas anggaran pun justru dipakai buat beli alutsista bekas pemilupedia focus debatketiga news svt debatcapres beranibersuara aniesbaswedan prabowo ganjarpranowo kumparan
Geografi,paslon dan jelas menganggap prabowo lawan berat mereka yg tak terkalahkan makanya pada menyerang anggaran pertahanan itu sudah disetujui dpr dan partai pendukung dan boy semua nafsu ingin jd presiden makanya menyerang dgn keras tp akan menang dan akan amanah 
Politik,peran perempuan dalam pertahanan kita tak boleh diabaikan mereka juga berkontribusi besar gara gara prabowo indonesiakuatindonesiamaju
Ideologi,pilihlah yang jauh dari radikalisme dan dekat dengan solusi pilih ganjar pranowo jnk ganjarpranowopilihanumat ganjarmahfudrebound
Demografi,penyampaian gagasan antikorupsi pasangan amin di kpk komitmen pak anies baswedan cak imin dalam memberantas korupsi harus dimulai dari puncak aayaa
Ekonomi,anies ganjar gabung jika pilpres putaran ini analisisnya
Sosial Budaya,meningkatkan kuota subsidi pupuk bukan sekadar janji tapi komitmen nyata dari ganjar pranowo sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua satset pastilebihbaik satsetlebihbaik
Demografi,video gus miftah bagi bagi duit di pamekasan viral ganjar tunggu tindakan nyata bawaslu
Ideologi,jangan lupa ganjar bisa naik karena megawati ketika pilgub jateng banyak kader lokal memilih rustriningsih akhirnya beliau dikalahkan oleh rekomendasi dari emak kadang berpikir yang terjadi sekarang apa karena karma ke rustriningsih
Pertahanan dan Keamanan,dipakai juga karena prabowonya yg ngebet nyalonin anies jd gubernur 
Politik,aayaa ganjar mahfud hebat ganjarsandiseliwerun mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebh baik lagiaaaa ganjar mahfud hebat
Sumber Daya Alam,aura presiden ya ganjar pranowo oleh angwar sanusi di banyuwangi nonton debat ketiga ini saya langsung punya bayangan bahwa presiden saya selanjutnya adalah ganjar pranowo ini bukan soal siapa yang menang dalam debat tapi ini tentang bagaimana seorang calon menghadapi sekaligus menyelesaikan persoalan negara baik yang berasal dari dalam maupun luar negeri mungkin anda sepakat ketika melihat capres dan berdebat isinya hanya saling serang dan saling mengejek tidak ada hal penting yang disampaikan kecuali untuk menjatuhkan lawan perseteruan dua capres itu bahkan dimulai sejak menit awal debat mungkin keduanya sama sama menyimpan dendam yang tak tersampaikan pada debat pertama yang lalu melihat perseteruan keduanya saya sebagai warga negara jadi was was bagaimana jadinya jika saya dipimpin oleh orang yang selalu menyimpan dendam bagaimana jadinya nasib saya nasib anak anak saya jika punya pemimpin yang sibuk dengan emosi pribadinya saya jadi ngeri jangan jangan mereka bakal melancarkan dendam dan ancaman termasuk kepada kita rakyatnya saya harus mengakui saya lebih merasa terlindungi ketika mendengar penjelasan capres nomor ganjar pranowo dia bukan hanya bicara tentang keamanan nasional tapi juga mengungkapkan bagaimana negara harus menjamin keamanan personal termasuk keamanan kita di dunia digital ganjar juga bicara tentang persenjataan bukan cuma bermodal hutang untuk membeli tapi juga mengoptimalkan kemampuan dalam negeri bahkan dia tidak akan membeli persenjataan yang tidak dibutuhkan kelautan jadi matra pertama yang akan dia kuatkan hal itu sangat logis karena sebagian besar negara kita merupakan laut disusul dengan ketahanan udara kemudian darat semuanya disampaikan dengan sederhana sangat bisa diterima dan tidak mengada ada terus yang lain menyampaikan apa yang lain cuma menyampaikan amarah apa jadinya jika kita punya presiden yang penuh amarah kita cuma ingin hidup damai makmur dan bahagia bukan hidup yang penuh rasa khawatir was was saling menebar ketakutan dan kebencian dan saya harus jujur bilang cuma ganjar yang mencerminkan ketenangan kemampuan serta aura seorang presiden salam sobar harahap
Ekonomi,nasib di anies jadi gubernur endonesa
Sosial Budaya,penggunaan bonus demografi sebagai strategi pintar ganjar mahfud untuk menggerakkan pertumbuhan ekonomi happy new year
Sosial Budaya,tetap teguh pada kebenaran pak ganjar pranowo tegaskan bansos takkan hilang ktp sakti terobosan untuk keadilan dan kesejahteraan jnk ganjarmahfudrebound ganjarpranowopilihanumat
Politik,prabowo gibran memperjuangkan pemerintahan yang transparan dan akuntabel indonesiasentris anakmudaindonesiaemas menangseputaran dalam mendukung transparansi indonesiasentris anakmudaindonesiaemas
Pertahanan dan Keamanan,angan angan untuk memenangi pemilihan presiden dalam satu putaran sulit terjadi sebulan jelang pencoblosan elektabilitas pasangan prabowo subianto gibran rakabuming raka tak kunjung tembus persen sementara itu presiden jokowi kian kentara mendukung prabowo dan anaknya permintaan jokowi agar kpu mengubah format debat muncul setelah prabowo kalah telak pada debat ketiga pilpres ketidaknetralan jokowi harus dihentikan jika tak ingin dikenang sebagai presiden terburuk setelah reformasi apakatatempo podcasttempo majalahtempo
Politik,ganjar mengakui dari hari ke hari semakin banyak dugaan pelanggaran pemilu sedangkan bawaslu dinilai belum bertaji 
Pertahanan dan Keamanan,momen pendukung ngatain anies bangsat saat prabowo lg berbicara tadi ada yg datangi moderator ini lebih parah lagi capresnya tak punya etika dan emosian pendukungnya ternyata lebih parah aayaa politik riang gembira debatcapres
Pertahanan dan Keamanan,survei bloomberg unggulkan anies di pilpres ekonom tolak politik dinasti
Ideologi,prabowo tidak berdaya menghadapi anies baswedan saat debat capres di gelanggang resmi kpu bahkan dia tidak memiliki argumen yg cerdas ketika berhadapan dg anies baswedan yg perkasa 
Geografi,goganjargo ganjar optimis capai pertumbuhan ekonomi sahabatganjaraa aa ganjar menangkanganjar generasigotongroyongaa ganjar mahfud hebat perempuan maju
Geografi,ga ada yg salah dengan tanggapan bude itu karena demokrasi kita masih ala ketimuran kalo mau debat ala demokrasi liberal kayak amerika yg tentu lebih panas dan vulgar bisa baku pukul beneran itu owo dan anies aaya
Politik,ganjar pranowo akan beri ruang bagi anak muda untuk masuk ke pemerintahanganjarmahfudaa semuakerja ganjaruntuksemua ganjarsatsetaa ganjar mahfud hebat debatcapres
Geografi,dari dulu indonesia terus konsisten mengirimkan bantuan untuk rakyat palestina pemerintahan sby pun juga lakukan itu pertanyaannya kenapa para pendukung prabowo begitu heboh dgn sanjungan mereka mmg norak dan udik aayaaaayaa sby kirim bantuan ke palestina
Sosial Budaya,surat terbuka untuk aaabukan soal urusan benar dan salah ini sensitif dan tidak sensitif aaa disclaimer satu gua double minoritas aaa keturunan cina dan kristen tahun lalu gua pendukung keras ahok juga aaa ikut kampanye ke dan keluarga untuk kumpulin tanda tangan untuk ahok dan ikut gabung gerakan lilin untuk ahok ketika dia divonis penjara dua di pemilu presiden tahun ini walaupun gua masih swing voter aaamenimbang nimbang di antara ketiga kandidat tinggal dua sih sebenarnya aaa di posisi saat ini gua lebih condong untuk vote anies surat terbuka ini gua tulis untuk anies karena gua ga bisa ikut keriaan acara desak anies di indonesia 
Sosial Budaya,para media siap siap kalo prabowo jadi presiden kebebasannya di cabut semua prabowo gibran foodestate cawapresilegal pelanggarham
Ideologi,lah justru si terlihat arogan dah debat capres malah lawan debatnya diminta bawa tim ahli semua pencapaian pemerinta skrg idealnya si ganjar gak bisa terlalu kritik karna pemerintah skrg ini adalah pemerintahan pdip yg mencalonkan si ganjar 
Ideologi, fear mongering ya anda tidak salah membaca tulisan ini adalah upaya framing terhadap prabowo dan gibran tulisan ini adalah pendapat saya tentang kondisi yang akan terjadi jika mereka berdua terpilih sebagai presiden dan wakil presiden ri tulisan ini dibuat untuk membuat anda berpikir ulang untuk memilih mereka berdua tulisan ini adalah negative campaign sebagai counter argument untuk semua gimmick suka cita riang gembira dan move on berkaca pada pengalaman debat capres dan debat cawapres terlepas apapun yang prabowo dan gibran sampaikan terlepas dari argumen dan kontra argumen yang mereka berdua sampaikan saya melihat ada kecenderungan uncontrolled emotional outburst yang tua tampak lawan bicara yang muda tampak provokatif dengan menjadi pemandu sorak di kedua debat dan ini adalah wajah dari yang mungkin akan menjadi pucuk pimpinan tertinggi dari republik indonesia jika anda tidak segera berpikir ulang lalu apa yang membuat kita harus berpikir ulang netizen bukankah sejak ada amandemen kekuasaan presiden sudah direduksi dan diseimbangkan dengan menguatnya kekuasaan legislatif dan yudikatif jangan lupa besaran gaji anggota dpr dan gaji hakim ditentukan melalui peraturan pemerintah jangan lupa besaran tunjangan anggota dpr dan hakim ditentukan oleh keputusan presiden jangan lupa sebagian besar anggota dpr adalah yang belum selesai dengan hidupnya mereka masih mencari penghasilan penghasilan yang jika jujur dan tidak mencari proyekan ditentukan besarannya oleh pemerintah cq presiden dan wapres jika presiden berhalangan tetap dengan bargaining position seperti itu apakah legislatif dan yudikatif bisa fair dalam menilai dan atau mengawasi tindak tanduk pemerintah tidak ini bisa menjadi lebih parah jika koalisi pengusung presiden mendominasi legislatif ketua umum partai jadi presiden ketua umum partai jadi menteri so lupakan saja fungsi check and balance dari legislatif anggap saja kewenangan pemerintah dengan persetujuan dpr yang diatur di dalam uud sama dengan kewenangan pemerintah saja karena dpr pasti setuju ketiadaan fungsi check and balance dari legislatif ditambah dengan kecenderungan uncontrolled emotional outburst dari presiden yang jika berhalangan tetap digantikan wapres mestinya membuat kita berpikir ulang untuk mencoblos prabowo dan gibran dalam pilpres tahun berapapun pikir ulang sebelum memilih prabowo dia punya hutang masa lalu yang belum diselesaikan sebagai salah satu ketua umum dari partai yg dominan di dpr dia bisa mengusulkan untuk membentuk peradilan ham untuk memeriksa dan memutus semua gosip tahunan yang melekat pada dirinya pikir ulang sebelum memilih gibran dia bukan anak muda terbaik yang dimiliki oleh indonesia dia ada di kertas suara karena dia adalah anak presiden anak presiden yang konon kabarnya berprestasi bukan anak muda yang berprestasi dan kebetulan anak presiden pikir ulang sebelum memilih mereka berdua mereka adalah pasangan yang menikmati keputusan yang diambil dalam kondisi ada pelanggaran etik formulanya dapat disimpulkan sebagai berikut jika mereka berdua terpilih indonesia akan dipimpin oleh sepasang manusia dengan kecenderungan uncontrolled emotional outburst penikmat nir etika ketiadaan check and balance legislatif dan yudikatif bayangkan formula di atas sebelum anda menentukan pilihan anda bayangkan formula di atas saat anda mulai terbuai dengan move on gemoy hilirisasi dsb 
Politik,ganjar mahfud kita yakin dengan kebijakan peningkatan anggaran pertahanan indonesia akan lebih tangguh dan mampu mengatasi berbagai tantangan
Sosial Budaya,lah iya wong udah dilaporin aja masih gak diperiksa coba aja cek investasi yg tidak masuk akal ke perusaahan mereka prabowo cek aja sumber dananya drmn
Ideologi,momen langka prabowo dukung program anies baswedan soal pemberantasan korupsi di indonesia
Demografi,rt orang bilang mesti nya mas anies berpasangan dg prof mahfud mas anies sudah betul berpasangan dg cak imin prof mahfud memiliki segmen yg sama dg mas anies yakni kelas atas menengah cerdik pandai tapi cak imin memiliki segmen kaum boomers milenial desa nu yg solid 
Ekonomi,partainya ahy dateng masuk ke koalisi perubahan dengan tujuannya sendiri pergi dari koalisi keluarnya juga sendiri untung saja koalisi masih bisa bertahan dengan bergabungnya pkb anies terselamatkan dari skenario penjegalan dan tetap bisa mendaftar capres inilah takdir 
Ekonomi,ganjar mahfud memberikan jawaban kreatif dengan mengalokasikan sebanyak persen anggaran belanja pemerintah dan bumn untuk mendukung koperasi dan umkm menciptakan lingkungan bisnis yang inklusif happy new year
Pertahanan dan Keamanan,di debat ketiga capres prabowo subianto optimis utang luar industry indonesiakuatindonesiamaju
Demografi,just info pak anies adl ketua komite etik kpk th dan paramadina nya univ yg punya mata kuliah anti korupsi sks jadi memang beliau ini serius mengenai pemberantasan korupsi ygy aayatmaaaya as
Ekonomi,sosok yang inspiratif ganjar memberikan motivasi kepada generasi muda untuk ikut berkontribusi dalam memajukan daerahnya 
Ekonomi,aayaa ganjar pranowo telah menggambarkan dengan jelas bahwa pemberantasan korupsi adalah prioritas utama kepemimpinannya ganjar mahfud hebat nazarpemilu
Sumber Daya Alam,ea sama ordal dgn pak prabowo subianto plus belimbing sayur yang anak presiden cawapres yg melanggar konstitusi karena keponakan uncle usman si ketua mk aaya aaaya aaaya
Pertahanan dan Keamanan, ketika budiman sudjatmiko yg kini jadi budaknya prabowo dimarahin prabowo prabowo budiman sudjatmiko kamu dibayar buat belain saya kenapa kamu diam saja budiman sudjatmiko siap pak 
Sumber Daya Alam,dipancing seperti apapun prabowo menunjukkan etikanya utk menolak memberi penilaian terhadap anies sebuah karakter calon pemimpin yg baik yang tidak mau menjatuhkan lawan politiknya sekalipun diberi dan punya kesempatan respect aayaa
Politik,sy sbnarnya kasian prabowo tp dia berada di antara ga beretika thn sy pilih prabowo krn ga mo pilih jokowi eh skrg prabowo bersama org yg dulu ga mo saya pilih terbukti jahatnya dia dr dulu coba habisi anies tanpa peduli etika prabowo menikmatinya salah siapa 
Sosial Budaya,mahfud bungkam soal babinsa data warga cilincing usai kunjungan prabowo
Ideologi,keterlibatan aktif masyarakat dalam pengambilan keputusan adalah esensi demokrasi ala ganjar pranowo prof mahfud membangun pemerintahan yang jnk ganjarmahfudrebound ganjarpranowopilihanumat
Politik,menurut prabowo utang luar negeri indonesia menjadi salah satu yang terendah di dunia dan berada pada kisaran persen dari produk domestik bruto pdb pada akhir november nilai total utang pemerintah indonesia mencapai triliun atau terhadap pdb 
Geografi,ganjar mahfud memahami pentingnya insentif pajak dalam mendukung ekosistem digital nasional happy new year
Ekonomi,duo bapak bangsa ganjar pranowo prof mahfud pahlawan bagi pekerja migran kesejahteraan mereka diperjuangkan dengan penuh semangat ganjarmahfud taat hukum jnk ganjarmahfudrebound ganjarpranowopilihanumat
Geografi,ketahanan adalah investasi untuk masa depan yang aman mari tingkatkan anggaran pertahanan gara gara prabowo indonesiakuatindonesiamaju
