text,label,aspek
tapera justru condong untuk instrumen investasi dengan harapan ada bagi hasil dari pemupukan yang dilakukan operator,neutral,
tapera tapera apa nanti jadinya jiwasraya wkwk,positive,
di tengah badai phk yang melanda dunia dan indonesia tiba tiba pemerintah mengumumkan akan memotong gaji karyawan sebesar untuk iuran tapera selengkapnya infobank bank banking tapera karyawan gaji potongangaji iurantapera phk phkkaryawan,neutral,
pdip minta jokowi batalkan program tapera jangan rakyat kecil diminta biayai proyek pemerintah,neutral,
terserah anda jika ga rela anda punya opsi kanal konstitusi melalui jalur dpd dpr ajukan aspirasi anda ataupun ke mk ajukan gugatan jika merasa percuma atau males gerak ya relakan saja dg ucap kata basmalah ikhlas agar jd pahala meski anda ga butuh manfaat dr tapera,negative,
spekulasi gagal ikutan belajar duh gmn nih oh iya untung masih ada tapera yg penting amanah,negative,
celana jeasn buggy style warnanya cakep banget lovelyrunner tapera prabowofokus majukanbangsa samsung kingkonh out now tabungan freen tiffany co hijau putih pink,positive,
seperti iuran bpjs masyarakat bisa merasakan manfaat tapera di masa depan ketika ingin memiliki rumah atau merenovasi rumah taperauntukrakyat,positive,
bila uu sudah lama trs dijalankan apakah itu baik dan apakah hanya soal tapera uu lama yg blm dijalankan kemana aja sudah bingung bayar utang ato,negative,
satu kata untuk tapera tapera bijakbaikcom,neutral,
looh kan itu orang kaya semua sudah pasti mereka tidak akan mengeluh dengan tapera serta pajak pajak tambahan nantinya,positive,
sangat memberatkan bayangkan gaji kami sebagai karyawan swasta tidak seberapa sudah dipotong bpjs kesehatan dan tenaga kerja belum transportasi kebutuhan lainnya sedangkan banyak yg sudah punya rumah dengan cara ngicil sehingga tidak perlu lagi tapera,negative,
ini lagi udah kebijakan tapera gak jelas malah posting beginiaan timnya gak tau timing apa gmn hadehhh,negative,
ayo isu gorengnya kakakkk sedia rasa ukt tapera ruu polri ruu penyiaran student loan dan korupsi kementannya kakakkk kalau buat shipping ke inter ada isu rasa genosidanya kakakkk silahkan dipilih mau ngegoreng yang mana lumayan emosinya dijadiin token api,negative,
point sedang di atasi dengan tapera,neutral,
setelah mingkem krn menghina bu mega skrg melipir ngurusin tapera biasalah kualitas septik tank,negative,
tanggapan dokter tirta soal tapera tarian penghancur raya,neutral,
aku dengan kondisi punya cicilan kpr karna buat punya rumah bayar kontrakan karna biar dekat tempat kerja sewa lahan parkir mobil deket kontrakan dan disuruh tapera dah lah jadi onde onde aja,positive,
habis ukt terbit tapera,neutral,
so we do not talk about that kebijakan ini saya msh di post nya si corbuzer kan ini lg ngomongin tapera bukannya saya lg reply orang yg bahas ruu penyiaran ya,negative,
tapera yang aku suka tapir en capybara,positive,
gak mslh dngn tapera ini apalg wajibkan buat gaji atas umr hitung nabung tp yg jd mslh besar saat ambl nya hrsx jls jngn persulit dngn bnyk doc dan potong sprti bpjs kan aneh dan buat jengkel,negative,
dipotong dulu buat tapera,neutral,
tapera itu biadab keanggotaan wajib tapi keuntungan hanya untuk bp tapera pengambilan rumah rakyat tetap skema kpr rumit bpjs wajib tapi selalu ada pelayanan dan rakyat miskin ditanggung iuran oleh nkri hentikan kegoblokgan un faedah,negative,
uang gaji kepotong tapera tp pejabat santai aja bukan karena potongannya besar tp kan emang duit korupsi gak kena potongan free flow bisa buat bayar penyanyi beli rumah traveling aw enak banget uang panas,positive,
ga usah tunjuk sana sini dimana mana yang ttd pp nya adalah manusia yg paling tanggung jawab dimana dengan kekuasaannya bisa saja menerbitkan pp pembatalan tapera tapi tidak dilakukan tuh,negative,
asn pns dan pppk di daerah ini wajib pakai seragam rompi kulit kok berbeda kabar id tapera tiktok jokowi,neutral,
kalo di ringkus semua harusnya bisa mencukupi kebutuhan tapera,negative,
penjelasan yang singkat padat dan langsung pada akar persoalan silahkan disimak biar ngga salah terus sama pemerintahan jokowi bagian akhir dari argumen bro menurut saya menjelaskan akar masalahnya tapera,positive,
sofa bed lipat suho libra pagi pagi bu risma katolik prediksi tapera yati kamis kaesang suzy ibox pemain terburuk kiky tiktok,neutral,
pembentukan uu bkn hanya soal pansus tp jg ada pandangan di rapat paripurna dpr kalau pd thn fraksi pks di dpr uu tapera tp skrg ribut itukan aneh dpr yg didlmnya ada fraksi pks yg menginisiasi dan dpr yg membentuk uunya trus skrg ribut,negative,
begini ini berharap masyarakat mau buat tapera tembelek singa,negative,
masih ada pengeluaran tapera,neutral,
tapera ditanggung pekerja ditanggung pemberi kerja pemerintahnya ada dimana,neutral,
kasus tapera blm realis nih,negative,
hitung hitung nutupin apbn yg kepake buat bansos sampe dia sendiri bingung mau pake uang apalagi ya tapera adalah salah satu cara instan,negative,
jadi tapera itu wajib atau sunah sambil nunggu pahlawan kesiangan muncul,negative,
modus penghimpunan dana kuatir jiwasraya asabri terulang di tapera,neutral,
tabungan perumahan rakyat tapera kini diwajibkan bagi para pekerja baik asn maupun swasta nantinya setoran tapera sebesar akan dikelola badan pengelola tapera dan digunakan untuk pembiayaan perumahan bagi peserta kalangan pekerja maupun pengusaha menolak kewajiban baru,neutral,
cuma yg diatas umr yg kepotong tapera jt mah masih dibawah umr,neutral,
banyak perintah di era presiden jokowi ini akan jadi beban berat bagi presiden berikutnya tarik paksa uang rakyat melalui program tapera ini satu contoh nyatanya,negative,
podcast topicoftheday diskusi menimbang kelayakan program tapera haruskah dilanjutkan lewat,neutral,
yaa bapak kali ini benar tapera kerasa kalo udah jalan kerasa beratnya,negative,
turut prihatin sama pekerja di indonesia dengan program tapera apalagi mewaiibkan yang sudah punya rumah tetep dipotong ya owoh,negative,
tapera nih gak berguna bisa diambil kalau udah tahun kemudian keburu udah tuwir belum lagi inflasi dsb ya allah kenapa dzalim banget yang udah punya rumah mah buat apaan bjir aturan yang tidak perlu diadakan,negative,
tapera,positive,
klo ngomongin tapera malah tim yg setuju ya dngan catatan rakyat tetap terima gak apapun hasil pengelolaan dana,neutral,
perbedaan tapera era jokowi vs taperum zaman soeharto,neutral,
kasus vina minggir dulu ada yg lg viral nihh pekerja bakal di potong tapera,neutral,
ni bntr lg juga ada kasus korup baru tapera wkwkwkw,negative,
capek gak sih lu idup di dunia terlebih di negara ini beritanya korupsi tapera kenaikan ini dan itu berita genosida terus ditambah dinasti ini tadi di ig ada lagi tapi lupa kek kita gak dikasih napas dunia beneran udah rusak,negative,
saksikan di cnbc indonesia hari ini kamis mei pukul wib dengan tema acara profit pengusaha pekerja protes keras gaji karyawan dipotong tapera dengan salah satu narasumber said iqbal presiden kspi,neutral,
ukt diplanning naik tapera wajib pejabat negara,neutral,
gimana gimana apakah sudah membaca uu nya jika sudah baca coba sebutkan dimana letak pp yg bertentangan dgn uu tapera,negative,
woy gua udah punya rumah woy gua ga perlu dan tdk ingin tapera woy ga usah,negative,
hrsnya pem lbh memanusiakan nasib buruh yg ga berhargai krn sistem kerja kontrak ini malah mo diisep lgi dg tapera ga hbs fikri sayah,negative,
iya segitunya jokodok mengerahkan para mentrinx untuk menyuarakan program tapera demi tuk mencari dana segar agar bisa lanjutkan ikn dan program anaknya message bayangkan klu rakyat di wajibkan nabung di tapera brp uang yg kumpul apa triliunan pasti di pakai ke lain,negative,
alhamdulillah ayoo buruh jgn lgi mau dikadalin sistem buruh kontrak aja sdh buat buruh ga dihargai martabatnya sbg pekerja apalagi msh hrs diperas dg tapera,negative,
tapera bagai simbiosis parasitisme pekerja yg gajinya dipotong tapi para pejabat yang dapat cuan dari hasil gotong royong,negative,
pertanyaan harusnya masih hidup kah setelah tahun diperas tapera,neutral,
namanya kebijakan pasti ada pro dan kontra emang orang mana yang pro tapera wkwkkw,negative,
ampe kelobang semutpun di korek sela cela agar dapat meras palakin rakyat skrg tapera next apalagi memang ngeri daya killing silentnya sama rakyat sendiri mak,negative,
tapera,positive,
bisa buat beli rumah om hasil tapera nya eh,neutral,
mengapa banyak yang menentang pemotongan gaji persen untuk tapera,neutral,
simak dampak positif pemotongan gaji untuk tapera menurut pemerintah,neutral,
tapera itu tabungan bukan gaji yang dipotong nanti bisa bikin rumah kata pak menteri basuki bisa bikin rumah katanya,neutral,
ketua komite tapera anggota menteri yang ikut komite tapera thr gaji transport insentif asuransi jadi kalo anggota komite bp tapera dalam setahun bisa dapat iya hampir dan kalian pekerja dapat hikmahnya,positive,
hadeh abis bahas tapera di grup perusahaan taii bgt emang anj anj,negative,
ketar ketir bgt nih mimin dari kemarin liat tl bahas soal tapera huft biar ga pusing lagi mending kirim barang spesial buat orang tercinta di negara tempat dia tinggal,positive,
ini gada yg mau demo soal tapera ini gaji pribadi kita loh kenapa yg ngatur pengeluarannya malah pemerintah tijel bgt luhk wkj,negative,
jangan jangan ntar tapera juga nasibnya sama kaya kenaikan ukt tes ombak dulu nunggu respon warga kalo banyak yg kontra ga jadi,negative,
lha yang pingin uu tapera kan buruh sendiri di tahun sampai ke jokowi pengusaha dan pemerintah mah menolak itu usulan serikat buruh kenapa sekarang nyalahin jokowi,negative,
sudah ketebak arahnya kemana nih si tapera,negative,
oala niru ini rupanya trus kalau koruptor di cina hukuman mati knapa tdk ditiru program mirip tapera sudah ada di china sukses beri warga rumah,negative,
tahun yg lalu tapera cuma buat asn,neutral,
daripada bayar tapera yg gajelas juntrungannya mending aku tabung aja itu sebulan buat nambahin uang konseran mending aku pake konser benefitnya aku rasain langsung hari itu juga kan daripada dibayarin buat sesuatu yg outputnya bagi aku tuh belum jelas,negative,
yg ngotot buat uu tapera ya pks sejahtera,neutral,
ketahuan itu jatuh dalam kebodohan yg dibuat oleh sang jurnalis mana ada kalau itu sih investasi bodong yg janji tapera ga ada tuh kasihan dibodohi oleh jurnalis,negative,
pekerja asing kena potongan tapera gak,neutral,
lbh rela buat tapera kyknya drpd buat split bill,negative,
yg ngotot buat uu tapera ya pks sejahtera,neutral,
tapera akan dirasakan setelah berjalan setelah berjalan pejabat yg merasakan keuntungan rakyat merasakan ngenes pas udh meninggalpun dipersulit cairnya,negative,
tapera preet lah,positive,
mening jadi kuya ti lahir tos gaduh bumi dari pada kudu di potong jang tapera,negative,
para lembaga negara dan pembatu jokowi ikut jujungan nya tapera bagus bagi mereka tetapi sangat buruk bagi rakyat,negative,
tapera kan awalnya cuma buat pns pp yg mengikat semuanya,neutral,
gaji umr rp daerah beda umr nya harus fi potong perbulannya utk bpjs kes bpjs tk belum lagi utk kebutuhan sehari hari malah mau di tambah lagi pengeluaran utk tapera,neutral,
mengapa bukan komisioner tapera yg beri penjelasan,neutral,
betul karena mereka termasuk mentri yg ikut dalam kepengurusan bp tapera,neutral,
akankah tapera nanti begini juga jadinya cerita pns tahun ikut tabungan perumahan pas pensiun cuma dapat rp juta,neutral,
it is all about money money money rawan dikorupsi spt taspen dll sdh dibuka kantor tapera mungkin kamu bisa lamar utk komisaris tukang ngitung duit syarat punya ordal bisa joged gemoy dan ok gas,negative,
jumlah tabungan tapera setelah tahun kronologi bapeltarum maret migrasi ke tapera saldo jt,neutral,
bayangin juga kalau gw waktu itu capek ngurusnya bakal gak cair dan nguap itu duit hak bokap gw pantek emang tapera,negative,
tapera bansos cawe cawe mahkamah keluarga semua cuma ada di indonesia,neutral,
ternyata kepesertaan wajib tapera juga ada di uu tapera kecolongan kah atau gimana nih pas kok bisa sampai lolos,negative,
ya ampun makin kaya dajal ni dunia udah bpjs kelasnya dihapus biaya pendidikan di pangkas skrg ada lagi tapera keren banget diborong semua buat dana ikn kah,positive,
masih ada yg dukung tapera taik,negative,
iki opo sih wes ndue omah kok isih kudu dipotong ki wes nyaris perbulan gede bgt bangke mung go tapera tok mending tak tabung dewe luwih jelas penggunaane,negative,
min tapera kamu diem aja,negative,
pekerja dan pengusaha ramai ramai menolak kebijakan pemerintah memotong gaji pekerja sebesar untuk tapera mei tapera terus aja peras rakyat taperaunfaedah taperaunfaedah,negative,
rakyat setuju ama tapera,positive,
oohh tidak uu tapera tetep salah pks wkwkwkwk goblok emang tapera,negative,
sepertinya di undang undang tersebut tidak dituliskan kewajiban swasta pegawai swasta jadi peserta tapera kenapa sekarang diwajibkan,neutral,
wkwkk bayar tapera,negative,
hmmm potongan tapera lumayan juga otw liat liat rumah di pik nih rencana kerja reinkarnasi cukup kali ya,positive,
si pembual tekotok ini sebenarnya gak faham kalau uu tapera hanya diperuntukkan bagi asn tni polri dan bumn swasta baru kena setelah pp terakhir yg ditandatangani si joko,negative,
alasan pemerintah sunat gaji persen pns karyawan swasta dan pekerja mandiri untuk tapera tempobisnis,neutral,
taperum gagal ganti nama tapera nasabah sangat terdata cuma belum input sistem jadi harap bersabar di dp dulu walau nabung tahun nanti kalo ada bukti data validnya baru bisa dicairkan tapera sukarela transparan sangat terdata,negative,
kalau tapera yang lama potongannya emang kecil bang,negative,
itu ibarat nya kaya negara kita ini kita belum mampulah utk membuat ibu kota negara baru belum perekonomian kehdpn rakyat kita msh jauh disygkan aja akhirnya begini kan tapera itu buat gaduh publik,negative,
lah bokap gw cuma an aja emang sih disamain sama masa kerja kali ya tapi proses cair nya sulit minta apun kudu bolak balik telp ke instansi tempet bokap kerja dan itu lama dong bulanan baru cair edan emang bayangin klu gk ngurus gk akan masuk rekening itu duit tapera,negative,
oke gas oke gas gaji dipotong tapera,neutral,
dikasih nggak tetep diserang kan sama buzzer uu tapera wkwkwkwk,negative,
bener atau kayanya tapera itu nanti akan nalangin suku bunga itu buat yg mau beli rumah ya kalau yg sudah beli bisa ngajuin buat renovasi rumah semoga kita rakyat indonesia ikut benar benar bisa mudah tanpa kena birokrasi yg mempersulit,positive,
kita semua dibohongi diperas honor insentif dll komite komisioner tapera mencapai puluhan juta rupiah tanpa ada potongan padahal mereka sudah mendapat gaji sebagai menteri pejabat eselon jadi bayangkan mereka meras rakyat sekaligus memperkaya diri sendiri secara legal,negative,
pks ma pdip tetiba langsung jadi pahlawan karena menolak tapera padahal mereka juga terlibat rapat kerja,neutral,
jangan dipaksa kepesertaan tapera sukarela saja,neutral,
ada syaratnya tak semua pekerja bisa dapat pembiayaan rumah dari tapera meski gaji sudah dipotong lewat,neutral,
ini gua belum baca yang hangat soalnya tapera tapi tapera gua puzzlenya udah lengkap nih wkwkwk,positive,
tapera adalah investasi rakyat untuk pembiayaan pembelian rumah presiden jokowi sampaikan bahwa manfaat tapera akan dirasakan rakyat jatimdamai all eyes on rafah kiky syarifah salma pemain terburuk kontroversistarlink tapera gazagenocide adira finance aqua,neutral,
harusnya kasih penjelasan bhw uu tapera thn hanya untuk asn tni polri dan bumn swasta gak termasuk jangan sampai hal ini dipakai si pemilik akun menjijikkan tekotok dan si untuk pecicilan menyudutkan jangan diam saja,negative,
tujuan tapera itu bagus tapi kondisi saat ini daya beli masyarakat turun apakah mungkin dana tapera yg kumpul dari puluhan juta pekerja puluhan thn digunakan pemerintah utk diputar utk proyek tentu karena kesulitan cari dana segar gratis sepertinya tdk aja,negative,
boleh tanya kalau tapera sendiri yg ngelola siapa kayak bpjs kan ada badan nya,neutral,
ppn naik jadi kemungkinan bahan pokok dan lainnya akan mengikuti biaya pendidikan melambung kemungkinan sdm kian menurun gaji karyawan dipotong for tapera kemungkinan kasus seperti asabri jiwasraya dan korupsi lainya akan terulang,negative,
tujuan tapera itu bagus tapi kondisi saat ini daya beli masyarakat turun apakah mungkin dana tapera yg kumpul dari puluhan juta pekerja puluhan thn digunakan pemerintah utk diputar utk proyek tentu karena kesulitan cari dana segar gratis sepertinya tdk aja,negative,
kalo tapera cuma mau bantuin nabung mah ngapain ada badan pengelola dana yang diisi digaji segini segala sih masyarakat mah bisa ngelola dana sendiri tinggal pemerintahnya aja bisa ngontrol harga yang seenaknya dipatok pelaku bisnis properti apa nggak,negative,
klo pemotongan gaji itu bukan terserah itu seperti kewajiban itu mirip di paksa klo yg di bahas masalah tapera itu hoax hoaxnya dmn,negative,
tujuan tapera itu bagus tapi kondisi saat ini daya beli masyarakat turun apakah mungkin dana tapera yg kumpul dari puluhan juta pekerja puluhan thn digunakan pemerintah utk diputar utk proyek tentu karena kesulitan cari dana segar gratis sepertinya tdk aja,negative,
tak punya adab nayunda nabila biduan syl tertawa di sidang korupsi eks mentan berakhir disemprot hakim raffi t kiky tapera yati,neutral,
klaim bpjs ketenagakerjaan aja sulit amat loh banyak kasus dimana orang justru dipersulit buat klaim dan akhirnya uang mereka kembali ke negara terus ini sok sokan ngusung tapera justru peluang orang korup makin tinggi disitu,negative,
selama ini tapera sdh diterapkan untuk pns sejak jaman pak harto tabungan tsb tidak harus dipakai untuk beli rumah namun hal tersebut sangat membantu sebagai uang dp jika ada pns yang ingin membeli rumah kpr tapera yang dikenakan kepada pns tidak mencapai,positive,
tapera pera wkwkwkw,negative,
supaya redam dan rakyat lupa tapi pas gajian kok berkurang paling nanti kalo kalian protes bakal ada oh ini dipotong pajak ini maka dari situ anda secara sukarela memberikan uang ke tapera secara sukarela begitulah konsep yang sangat diinginkan,negative,
mas iki piye toh soal tapera ko bisa sih begitu aku kaget loh baca berita pemotongan gaji buat,negative,
partai ga sadar diri nih mereka yg inisiatif buat uu tapera sekarang mereka yg ribut sikap yg menjijikan,negative,
menurut gua karena efeknya ga langsung terasa kaya ukt ini kan efeknya ke maba yg dimana isinya disini bukan maba smua dan akhirnya gajadi soal tapera politik dinasti dll ini efeknya juga ngerasainnya nanti makanya pas kembali ke dunia nyata berasa baik baik aja,positive,
di ajak perubahan menolak terus maunya lanjutkan saja giliran di lanjutkan pada menjerit cuman di naikan pajak bayar sekolah bahan pokok tapera dll aja pada tantrum maunya gimana sih masyarakat kita ini niihh wkwkw,negative,
bapetarum tapera itu bkn untk beli rmh tp bantuan kredit rmh sy th ngambil bapetarum jt unt kredit rmh th sy purna sisa tabungan diberikan semuanya jt an jd uang kita dikembalikan semuanya yg tdk ngambil kredit rmh dikembalikan semuanya stlh purna,neutral,
apa apaa pks yg salah wkwkwk tapera dulu getol bgt didorong karena pelaksanaannya cuman buat asn lahh skrng jadi ribut kan karena semua sektor kena potongan tapera terus knp jd orang yg dulu ngedorong tapera seakan harus jd orang yg menjelaskan semuanya,negative,
perlu diketahui pengelolaan tapera berada di bawah bp tapera dulu badan ini bernama bapertum yg hanya mengelola dana perumahan para pns namun di era ini dana tapera dipungut bkn saja asn sipil militer tapi juga kpd para pekerja baik pekerja bumn maupun pekerja perusahaan swasta,neutral,
makanya sy ga percaya soal tapera itu,negative,
selain belum jelas kekhawatiran keamanan dana hingga potensi dikorupsi membuat pekerja di ntb menolak tapera,neutral,
wkwkwk kayaknya emang lagi cari momentum bang gatau juga menurut gw tapera itu kurang tepat sihh,negative,
naek deui wae belum beres potongan tapera sekarang udah ada info kenaikan lagi aja,neutral,
jangan maksa tapera tidak wajib,negative,
gaji berkala naik setiap tahun kena tapera mah gimana ya alamat ini mah,negative,
ampera amanat penderitaan rakyat tapera,neutral,
ini um buat yg ngajukan kredit rumah dari bapertarum skrg tapera,neutral,
menteri yg bilang tapers itu kayak tabungan uangnya gabakal ilang karena dia digaji gede sebagai komite tapera wkwks ngangengong doang dapet duit rutin,negative,
tapera ruu penyiaran ruu polri dll sebercanda ini ya aku di mata kamu,negative,
utk rkyt ri ukt naik pbb naik tapera bbm naik listrik naik pajak naik gk diksh lapangan kerja utk tiongkok diksh hsl tambang ribuan triliun diksh upeti kereta china bln selama thn diksh lapangan kerja utk tka rzm jokowi bangsat taperaunfaedah,neutral,
beberapa potongan gaji yg hrs dialami oleh karyawan diantaranya iuran dan pajak yakni pph pasal iuran bpjs kesehatan bp jamsostek spt jaminan hari tua jht jaminan kecelakaan kerja jkk jaminan kehilangan pekerjaan dll ditambah iuran tapera sebesar setiap bulan,neutral,
kepanjangan apa yg pantas utk tapera perumahan rakyat perampok rakyat tabungan pemaksaan rakyat tabungan pemakaman rakyat tabungan pemiskinan rakyat tabungan,negative,
uang tapera nanti siapa yang nyimpen,neutral,
ya kan prnah gw bilang kalo tapera bapertarum apalah apalah di kami yg pi en ice aja ini perkaranya diwajibkan ke semua kan bego nah ra urusan fraksi partey apa yg mendukung lah jangan dobel bego,negative,
dengan dipotongnya gaji karyawan untuk tapera kayanya makin susah nih gua buat ketemu kyungsoo,negative,
di tapera gak yg begini,neutral,
gak butuh pak buat yang udah punya rumah ngapain ikut tapera gausah pake wajib juga bisa kan kami sudah terbebani naiknya harga dari yang listrik katanya mau naik sembako harganya naik umr daerah kita rendah pak naiknya juga seupil tiap taun,negative,
tapera tabungan pejabat dari rakyat,neutral,
semiskin miskinya gw ortu gw bisa nabung rumah sendiri punya rumah satu bisa buat gw satu lg bisa buat adek gw jadi buat apa jir tapera,negative,
kenapa gak dibuat standarisasi honor direksi komisaris bpjs tk bpjs kesehatan pengurus tapera pengurus bpih lembaga publik yg mengelola iuran publik gaji honor tantium fasilitas lainnya jangan termasuk pejabat publik yg rangkap jabatan cukup diberi honor umr saja,negative,
tapera itu bukan undang undang tapi pp katanya suruh nyari di media nah ini ada penjelasan nya di media mohon pencerahannya sang penggembira penguasa,negative,
ini yg ingin diperbaiki pak jokowi jgn sampai uang yg sdh ditabung kembali sia sia makanya dirubah itupun dg bantuan dpr yg mengesahkan uu tapera terlebih dahulu baru kemudian jokowi mengeluarkan pp nya,negative,
ga usah dikaji ulang itu artinya ada kemungkinan akan diberlakulan stlh lebih baik stop total rencana tapera,negative,
yg begini jangankan tapera mbah nya tapera pun gak kerasa enak gila,negative,
gajian senangnya cuma sebentar langsung dipotong ini itu moneyduck tapera gajian potongantapera pajak pajakgaji gaji memefinansial meme,negative,
mau tanya bang perubahan pasal dan ayat brp dri pp taun yg bilang tapera ini ga wajib utk semua karyawan pp tersebut soalnya saya sempet nyari tpi saya ga nemu poin itu di pp dan sekalian itu jdinya ada poin brp di pp taun,neutral,
bangke konten galvanized steel home muncul di feed gw pas banget sebelum kemaren tapera diumumkan,neutral,
kayaknya ga perlu adu argumen klo cm jawab ini peserta bisa menentukan sendiri rumahnya dan lokasinya tinggal ajukan pembiayaan kepemilikan rumah pembelian rumah ke bp tapera,neutral,
kalian ga sadar apa tapera itu aslinya nabung kavling kuburan mana ada dapet rumah dapet kuburan mah iya,negative,
mendingan beli tumblr lucu ga sih bun daripada dipotong tapera,negative,
pekerja kalo rangkap jabatan digajih tetap udh itu dipotong buat ngasih makan para pejabat tapera yg menjabat dan tiap jabatan digajih fasiltas pula,negative,
idealnya tapera diterapkan ke semua karyawan berstatus tetap dgn gaji minimal persen di atas umr ada jaminan ga disunat atau dihalangi sana sini saat pencairan nantinya,neutral,
yg dungu tolol itu ya kalian termasuk pejabat negara yg ngomong soal tapera tp ga sesuai dg yg ada di aturannya jd kl ga dungu tolol tentu akan baca aturannya bukan percaya ke si si si,negative,
dari gambar ini kayanya tapera itu untuk nalangin bunga yg kl salah ya dan dp nya maaf kalau salah ya,neutral,
gak ada yg minta tapera yang sudah punya rumah ngapain dipaksa juga bulan gaji sudah kena potongan wajib jht bpjs jp pph influencer nambah gaji enggak memudahkan kehidupan rakyat enggak kok merasa berhak memotong gaji rakyat taperaunfaedah,negative,
tapera kalau yang menyuruh orang yang dipercaya yang melindungi yang membela kepentingannya yang benar yang menyejahterakan maka rakyat tidak menolak tapi jokowi penipu bengis penindas rakyat ya tidak percaya taperaunfaedah taperaunfaedah,negative,
abis dipotong tapera nanti ada tagihan lagi dari pihak perumahan halah halahh ketawa banget,negative,
bapertarum berubah menjadi tapera hanya mendapat pencairan sebesar rp juta dari periode jepesertaannya selama tahun,neutral,
pks mengusulkan peserta tapera hanya untuk asn tahun presiden menambah peserta untuk karyawan swasta tahun eksekusi tapera pekerja swasta menolak tapera untuk karyawan swasta pemerintah sewa buzzer dengan framing pks yg penyebab tapera,neutral,
buat yg bisa nikmatin duid tapera,neutral,
ntar keluar survei kepuasan atau dukungan masyarakat ke tapera,neutral,
ini sistem nya mau niru bpjs kesehatan jadi yang sehat ataupun yang sakit tetep bayar iuran jadi mau yg punya rumah ataupun yang belum punya rumah tetep bayar iuran tapera,neutral,
gausah ngomong jiwasraya sama asabri dana haji aja bisa di korupsi dana bansos aja bisa di korupsi apalagi cuma tapera rakyat terus yang di begoin mau percaya sama pemerintah gw lebih percaya kodok bisa terbang,negative,
candi tapera,neutral,
semisal gaji jadi dipotong tapera nah kalau misal uang itu di beliin saham macem bbca sampe umur pensiun sepertinya lebih cuan,negative,
buat apaan jg dah tapera mending bisa ditarik kalo engga,negative,
skip aja nder inget klo tapera udh berlaku gaji mu dipotong,negative,
tapera penabung fiat,neutral,
bisa bisa duitnya nanti diambil dari tapera,neutral,
tapera ohh tapera para penjilat penguasa pun diam tak bersuara ibarat mereka ke kondangan ambil lauk rendang dapat lengkuas pun dikunyah dengan terpaksa pagi gaesss udah ok gass ok gass belum,negative,
udah dibilang rakyat indo ingatannya cuma hari minggu depan kayaknya tapera lupa deh,negative,
rakyat bicara tapera ide siapa,negative,
paling gak umr lebih tinggi dan gak kena tapera yang mekanisme pengawasannya gak jelas,negative,
memang utang om jalurnya gini rakyat nabung di tapera tapera dr duit yg diterima investasi ke sun pemerintah terbitkan sun untuk mendanai operasional dan proyek alasannya sun itu risk free mudah mudahan gak seperti portugal dan yunani yg default gagal bayar,negative,
kyak bpjs jga ya sakit gak sakit ttep bayar tp klo sakit sewaktu waktu masih bisa gunakan sih kalo tapera ini gmna sistemnya ya,negative,
bismillahirrahmanirrahim tapera tabungan perumahan akherat sedekah jariah untuk pembebasan lahan ponpes yatim dan dhuafa,neutral,
tapera memberatkan masyarakat,negative,
iuran tapera ternyata tak hanya bisa dimanfaatkan para peserta untuk membeli dan membangun rumah baru namun juga untuk keperluan renovasi rumah,neutral,
ga tau malu itu bapaknya bikin marah pekerja dgn maksa tapera anaknya pede bgt cawagub di kota yg mayoritas isinya pekerja terdampak tapera,negative,
coba uang korupsi di tarik kembali mungkin tapera ini nggak aka ada atau memang sengaja bikin tapera buat lahan korupsi baru,negative,
tapera akan dikembalikan saat pensiun sm boycott genocide kiky all eyes on rafah pemain terburuk syarifah salma pagii tolol yati haikyuu champions league tiktok europa league,neutral,
namanya saja tapera menabung dulu baru dpt manfaatnya rumah,neutral,
tenang pemerintah mau nutupin yg dikorup pake tapera,neutral,
tapera solusi agar karyawan mendapatkan rumah sm boycott genocide kiky all eyes on rafah pemain terburuk syarifah salma pagii tolol yati haikyuu champions league tiktok europa league,negative,
siball trs yg udh punya rumah warisan emg hrs ikut tapera kah siball,neutral,
sebenernya tapera ini ga masalah kalo rate gaji kita itu layak dan pejabat kita ga korup,positive,
tapera lagi jadi omongan di mana mana lalu apa kata para pekerja soal tapera hehe ini kata mereka gimana menurutmu setuju atau enggak narasi daily,negative,
makanya bang jangan terlalu berharap pada partai politik kesejahteraan rakyat adalah fana kepentingan lah yang abadi by the way daripada pusing mikirin tapera yg itu mending kamu cek diskon tali sepatu tanpa perlu diikat dari imof hanya ribu saja,negative,
buat bayar hutang lah apalagi dana haji aja diembat cuma tapera doang mah sikat abiis,negative,
lucu banget ga sih pas muncul soal tapera ini berita para pns yang juga punya tabungan semacam itu dulu udah mengabdi diatas tahun uangnya cuma cair less than mulai bermunculan kayak naturally ngasih bukti nyata di depan mata gitu been there done that,negative,
buruh siap demo tolak iuran tapera,neutral,
kemaren udah sama paksu soal tapera apa ga nangis dipotong segitu,negative,
pgn liat reaksi yg bilang klo tapera ini bagus,positive,
siapa yg minta gaji dipotong buat tapera siapa ya penguasa lah kan mayan uang yg mengendap bisa bikin rumah utk pejabat di ikn,negative,
tapera saya hafal,positive,
ga perlu tuh tapera tapera ga jelas dari harta seorang alun aja lu bisa bikin murah,positive,
pegawai yg masa kerjanya ringgal thn ikut tapera nanti bisa dapat rumah ya kalo ga sma aja nabung biasa ga usah pake perumahan rakyat,negative,
tapera tak masuk akal sabun dgn asumsi gaji harga rumah butuh waktu tahun agar bisa dapet rumah tsb,neutral,
